"ecosystem","component","version","usage","complete","without_informix","license","evidence","source","decision","note"
"npm","esbuild","0.28.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/esbuild","https://www.npmjs.com/package/esbuild/v/0.28.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","escalade","3.2.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/escalade","https://www.npmjs.com/package/escalade/v/3.2.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","escape-html","1.0.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/escape-html","https://www.npmjs.com/package/escape-html/v/1.0.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","estree-walker","3.0.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/estree-walker","https://www.npmjs.com/package/estree-walker/v/3.0.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","etag","1.8.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/etag","https://www.npmjs.com/package/etag/v/1.8.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","eventemitter3","5.0.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/eventemitter3","https://www.npmjs.com/package/eventemitter3/v/5.0.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","eventsource-parser","3.1.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/eventsource-parser","https://www.npmjs.com/package/eventsource-parser/v/3.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","eventsource","3.0.7","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/eventsource","https://www.npmjs.com/package/eventsource/v/3.0.7","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","expect-type","1.4.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","frontend/package-lock.json:node_modules/expect-type","https://www.npmjs.com/package/expect-type/v/1.4.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","express-rate-limit","8.6.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/express-rate-limit","https://www.npmjs.com/package/express-rate-limit/v/8.6.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","express","5.2.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/express","https://www.npmjs.com/package/express/v/5.2.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fast-deep-equal","3.1.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/fast-deep-equal","https://www.npmjs.com/package/fast-deep-equal/v/3.1.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fast-string-truncated-width","3.0.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/fast-string-truncated-width","https://www.npmjs.com/package/fast-string-truncated-width/v/3.0.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fast-string-width","3.0.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/fast-string-width","https://www.npmjs.com/package/fast-string-width/v/3.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fast-uri","3.1.5","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-3-Clause","frontend/package-lock.json:node_modules/fast-uri","https://www.npmjs.com/package/fast-uri/v/3.1.5","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fast-wrap-ansi","0.2.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/fast-wrap-ansi","https://www.npmjs.com/package/fast-wrap-ansi/v/0.2.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fdir","6.5.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/fdir","https://www.npmjs.com/package/fdir/v/6.5.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","finalhandler","2.1.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/finalhandler","https://www.npmjs.com/package/finalhandler/v/2.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","forwarded","0.2.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/forwarded","https://www.npmjs.com/package/forwarded/v/0.2.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fresh","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/fresh","https://www.npmjs.com/package/fresh/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fsevents","2.3.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","e2e/package-lock.json:node_modules/fsevents","https://www.npmjs.com/package/fsevents/v/2.3.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","fsevents","2.3.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/fsevents","https://www.npmjs.com/package/fsevents/v/2.3.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","function-bind","1.1.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/function-bind","https://www.npmjs.com/package/function-bind/v/1.1.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","gensync","1.0.0-beta.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/gensync","https://www.npmjs.com/package/gensync/v/1.0.0-beta.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","get-caller-file","2.0.5","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","ISC","frontend/package-lock.json:node_modules/get-caller-file","https://www.npmjs.com/package/get-caller-file/v/2.0.5","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","get-east-asian-width","1.6.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/get-east-asian-width","https://www.npmjs.com/package/get-east-asian-width/v/1.6.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","get-intrinsic","1.3.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/get-intrinsic","https://www.npmjs.com/package/get-intrinsic/v/1.3.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","get-proto","1.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/get-proto","https://www.npmjs.com/package/get-proto/v/1.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","gopd","1.2.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/gopd","https://www.npmjs.com/package/gopd/v/1.2.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","graceful-fs","4.2.11","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","ISC","frontend/package-lock.json:node_modules/graceful-fs","https://www.npmjs.com/package/graceful-fs/v/4.2.11","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","has-symbols","1.1.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/has-symbols","https://www.npmjs.com/package/has-symbols/v/1.1.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","hasown","2.0.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/hasown","https://www.npmjs.com/package/hasown/v/2.0.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","hono","4.13.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/hono","https://www.npmjs.com/package/hono/v/4.13.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","hosted-git-info","10.1.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","ISC","frontend/package-lock.json:node_modules/hosted-git-info","https://www.npmjs.com/package/hosted-git-info/v/10.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","html-encoding-sniffer","6.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/html-encoding-sniffer","https://www.npmjs.com/package/html-encoding-sniffer/v/6.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","htmlparser2","10.1.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/htmlparser2","https://www.npmjs.com/package/htmlparser2/v/10.1.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","http-errors","2.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/http-errors","https://www.npmjs.com/package/http-errors/v/2.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","http-proxy-agent","7.0.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/http-proxy-agent","https://www.npmjs.com/package/http-proxy-agent/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","https-proxy-agent","7.0.6","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/jsdom/node_modules/https-proxy-agent","https://www.npmjs.com/package/https-proxy-agent/v/7.0.6","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
